dataset_part;id;smiles1;smiles2;parts_1;parts_2;total_parts
data0026;8561;CNC(O)C(CC1CNCN1)NC(C)O;CNC(O)C(CCCNC(N)N)NC(O)C(NC(O)CNC(C)O)C(C)O.CNC(O)C(NC(O)C(CC(O)O)NC(C)O)C(C)C;1;2;3
data0026;11031;CNC(O)C(CC(C)C)NC(C)O.CNC(O)C(CCCNC(N)N)NC(C)O;CNC(O)C(CCCCN)NC(C)O;2;1;3
data0026;26972;CNC(O)C(CCCNC(N)N)NC(C)O.CNC(O)C(NC(C)O)C(C)O;CNC(O)C(CCSC)NC(C)O;2;1;3
data0026;39396;CCC(O)N1CCC(C2CCC(C3NC(NC4CC(C)NN4)CC(N4CCN(C)CC4)N3)CC2)CC1.CNC(O)C(C)NC(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0026;49508;CNC(O)C(CCCCN)NC(C)O.CNC(O)C1CCCN1C(C)O;CNC(O)C(CO)NC(C)O;2;1;3
data0027;5012;OC1CCN(C2OC(COP(O)O)C(O)C2O)C(O)N1.OC1CCN(C2OC(CO[PH](O)(O)O)C(O)C2O)C(O)N1;NC1NCNC2C1NCN2C1OC(CO[PH](O)(O)O)C(O)C1O;2;1;3
data0027;14725;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CCC(O)O)NC(C)O;2;1;3
data0027;21976;CNC(O)C(CC1CCCCC1)NC(C)O;CNC(O)C(CC(N)O)NC(C)O.CNC(O)C(CC(N)O)NC(O)C(CCC(O)O)NC(C)O;1;2;3
data0027;30331;CC1CN(C2CC(O)C(CO[PH](O)(O)O)O2)C(O)NC1O.CNC(O)C(CCCCN)NC(O)C(CO)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0027;33131;CNC(O)C(CCC(N)O)NC(C)O.CNC(O)C(CO)NC(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0027;39685;CNC(O)C(CC1CCCCC1)NC(O)C(CC(O)O)NC(C)O.NCC1CCC(C(O)N2CCCC(C3NNC(C4CC4)N3)C2)CC1;CNC(O)C(CCCCN)NC(C)O;2;1;3
data0027;39728;CNC(O)CNC(C)O;CNC(O)C(CC(O)O)NC(O)C(CCC(O)O)NC(O)C(CC(O)O)NC(C)O.CNC(O)C(CC1CCC(O)CC1)NC(C)O;1;2;3
data0027;43164;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CO)NC(O)C(CC(C)C)NC(C)O;2;1;3
data0027;45216;CNC(O)C(NC(O)C(CCC(O)O)NC(C)O)C(C)O.NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)O)C(O)C3O)C2N1;CNC(O)C1CCCN1C(C)O;2;1;3
data0028;17723;CNC(O)C(CC(C)C)NC(C)O.NC1NC(O)C2NCN(C3CC(O)C(CO[PH](O)(O)O[PH](O)(O)O)O3)C2N1;CNC(O)C1CCCN1C(O)C(C)NC(C)O;2;1;3
data0028;20962;CNC(O)C(NC(O)C(NC(O)C(CCCCN)NC(O)CNC(O)C(NC(O)CNC(O)C(C)NC(C)O)C(C)C)C(C)O)C(C)C.NC1NCNC2C1NCN2C1OC(CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)C(O)C1O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0028;21883;CNC(O)C(CC1CNCN1)NC(C)O;CNC(O)C(CCCCN)NC(C)O.CNC(O)CNC(O)CNC(C)O;1;2;3
data0028;24676;CNC(O)C(CC(C)C)NC(C)O;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCNC(N)N)NC(C)O;1;2;3
data0028;46591;CNC(O)CNC(O)CNC(C)O;CC1NCC(CO[PH](O)(O)O)C(C)C1O.CNC(O)C(CCCNC(N)N)NC(C)O;1;2;3
data0029;26511;CNC(O)C(NC(C)O)C(C)O;CNC(O)CNC(O)C(CO)NC(C)O.CNC(O)CNC(O)CNC(C)O;1;2;3
data0029;30464;CNC(O)C(CS)NC(O)C(NC(O)C(CCCCN)NC(O)CNC(O)CNC(O)C(C)NC(C)O)C(C)O.NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)O[PH](O)(O)O)C(O)C3O)C2N1;CNC(O)C(CCCCN)NC(O)C(C)NC(C)O;2;1;3
data0029;31063;CNC(O)C1CCCN1C(C)O.CNC(O)CNC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0029;37209;CNC(O)C(C)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O.O;1;2;3
data0030;19681;CCC(C)C(NC(C)O)C(O)NC;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(NC(C)O)C(C)C;1;2;3
data0030;22790;CNC(O)C(CC1CCC(O)CC1)NC(O)C(CCSC)NC(C)O.CNC(O)C(CS)NC(C)O;CC1CCCC(C)C1N1C(C)CC(CNNC(O)C2CCNCC2)C1C;2;1;3
data0030;30463;CNC(O)C(CCCCN)NC(C)O.CNC(O)C(NC(C)O)C(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0030;32750;CNC(O)C(CC1CCC(O)CC1)NC(C)O;CNC(O)C(CO)NC(C)O.CNC(O)CNC(C)O;1;2;3
data0031;7865;CCC(NC(O)C(CCC(O)O)NC(C)O)C(O)NC;CNC(O)C(CC1CNCN1)NC(C)O.CNC(O)C(CCC(O)O)NC(C)O;1;2;3
data0031;13600;CNC(O)C(CC(N)O)NC(O)C(CC(N)O)NC(C)O.CNC(O)C(NC(C)O)C(C)O;CNC(O)C(CC(C)C)NC(O)C(CC(C)C)NC(C)O;2;1;3
data0031;33601;CNC(O)C(CC(O)O)NC(O)CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCNC(N)N)NC(C)O;CNC(O)C(CCCNC(N)N)NC(C)O;2;1;3
data0031;37728;CNC(O)C(CC1CNCN1)NC(C)O;CC1CC2NC3C(O)NC(O)NC3N(CC(O)C(O)C(O)CO[PH](O)(O)O[PH](O)(O)OCC3OC(N4CNC5C(N)NCNC54)C(O)C3O)C2CC1C.CNC(O)C(CC1CCC(O)CC1)NC(O)C(CCCNC(N)N)NC(O)CNC(O)C(CO)NC(C)O;1;2;3
data0032;4255;CNC(O)C(CCSC)NC(O)C(CCC(O)O)NC(O)CNC(C)O.NC1NCNC2C1NCN2C1OC2CO[PH](O)(O)OC2C1O;CNC(O)C(CCCNC(N)N)NC(C)O;2;1;3
data0032;6796;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CC1CCC(O)CC1)NC(O)C1CCCN1C(O)C(CO)NC(C)O;CNC(O)C(CC(O)O)NC(C)O;2;1;3
data0032;30092;CNC(O)C(CC1CNCN1)NC(C)O.CNC(O)C(CCC(O)O)NC(C)O;CNC(O)C(NC(C)O)C(C)O;2;1;3
data0032;37902;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0032;47213;CNC(O)C(CCC(O)O)NC(C)O;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;1;2;3
data0033;18212;CNC(O)C(CCCNC(N)N)NC(C)O;CNC(O)C(CC1CNCN1)NC(O)C(CC1CNC2CCCCC12)NC(C)O.NO;1;2;3
data0033;35064;CNC(O)C(NC(C)O)C(C)C;CNC(O)C(CCCCN)NC(C)O.CNC(O)C(CCCCN)NC(C)O;1;2;3
data0033;44106;CNC(O)C(CCC(N)O)NC(C)O;CNC(O)C(CC1CNCN1)NC(O)C(CCCNC(N)N)NC(C)O.CNC(O)C(CCCNC(N)N)NC(O)C(CCC(O)O)NC(C)O;1;2;3
data0034;1455;CNC(O)C(CCCCN)NC(C)O.CNC(O)C(CCSC)NC(O)C(CC(O)O)NC(C)O;CNC(O)C(CC(O)O)NC(O)CNC(O)C(C)NC(C)O;2;1;3
data0034;1597;CNC(O)C(CC1CCC(O)CC1)NC(O)C(NC(C)O)C(C)O;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CO)NC(C)O;1;2;3
data0034;24837;CN(CC1NNC2CCCN21)C(O)CCC1CCC2OCCOC2C1.CNC(O)C(CC1CCC(O)CC1)NC(C)O;CNC(O)C(CCC(O)O)NC(O)C(CC(N)O)NC(O)C(CC(C)C)NC(O)C(CC1CCCCC1)NC(O)C(CC(C)C)NC(C)O;2;1;3
data0034;31617;CNC(O)C(CC1CCC(O)CC1)NC(C)O.COC1CCC(S(O)(O)NC2CCCCC2C(O)N2CCOCC2)CC1C;CNC(O)C(CCCCN)NC(O)C(CCC(N)O)NC(C)O;2;1;3
data0034;31790;CNC(O)C(CCC(O)O)NC(O)C(NC(C)O)C(C)C.CNC(O)C(CO)NC(C)O;CNC(O)C(CCCCN)NC(C)O;2;1;3
data0034;34357;CNC(O)C(CC(N)O)NC(O)C(CC(C)C)NC(O)C(NC(O)CNC(O)CNC(O)C(CC1CCC(O)CC1)NC(C)O)C(C)O.CNC(O)C(CCCNC(N)N)NC(O)CNC(O)C(CCC(O)O)NC(O)CNC(O)C(CCSC)NC(O)CNC(C)O.NC1CCN(C2OC(CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)C(O)C2O)C(O)N1;CNC(O)C(CCCNC(N)N)NC(O)C(CC(C)C)NC(O)C(CC1CCC(O)CC1)NC(C)O;3;1;4
data0034;35584;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CC(O)O)NC(C)O;2;1;3
data0034;39546;CNC(O)C(CC1CCCCC1)NC(C)O;CNC(O)C(CC(C)C)NC(O)C(CCC(N)O)NC(C)O.OS(O)(O)O;1;2;3
data0035;5907;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(O)C(CCC(N)O)NC(C)O;CNC(O)C(CC(O)O)NC(O)C(CCCCN)NC(C)O;2;1;3
data0036;10650;CNC(O)C(CC(C)C)NC(O)CNC(C)O.NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)O)C(O)C3O)C2N1;CNC(O)CNC(O)C(CO)NC(O)CNC(O)C(CCC(O)O)NC(C)O;2;1;3
data0036;10934;CNC(O)C(CCC(O)O)NC(C)O.O;CNC(O)C(CC(N)O)NC(C)O;2;1;3
data0036;13790;CNC(O)C(CC(O)O)NC(O)CNC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0036;15815;CNC(O)C(CCCCN)NC(C)O.CNC(O)CNC(C)O;CNC(O)C(CC1CCCCC1)NC(C)O;2;1;3
data0036;28556;CNC(O)C(CCCNC(N)N)NC(C)O.CNC(O)C(NC(C)O)C(C)C;CNC(O)C(CCC(O)O)NC(C)O;2;1;3
data0036;35641;NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)O)C(O)C3O)C2N1.O;NC1CCN(C2OC(CO[PH](O)(O)O)C(O)C2O)C(O)N1;2;1;3
data0036;37207;CCC(C)C(NC(C)O)C(O)NCC(O)NC(CCC(O)O)C(O)NC.CNC(O)C(CCCNC(N)N)NC(O)C(C)NC(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0037;29867;CNC(O)C(CCCCN)NC(O)C1CCCN1C(O)CNC(C)O;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;1;2;3
data0038;689;CNC(O)C(CC1CCCCC1)NC(O)C(CCCCN)NC(C)O.O[SH](O)O;CNC(O)C(CC1CNC2CCCCC12)NC(O)C(CCCCN)NC(C)O;2;1;3
data0038;6013;CCC(C)C(NC(C)O)C(O)NC(CO)C(O)NC.CNC(O)C(CC(O)O)NC(O)C(CCC(O)O)NC(O)C(NC(C)O)C(C)C;CNC(O)C(C)NC(C)O;2;1;3
data0038;8283;CNC(O)C(CC(C)C)NC(O)C(CC1CCC(O)CC1)NC(C)O.CNC(O)C(CO)NC(C)O;CNC(O)C(CCC(N)O)NC(C)O;2;1;3
data0038;18792;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CO)NC(C)O;CNC(O)C1CCCN1C(C)O;2;1;3
data0038;26580;NC1NCNC2C1NCN2C1CC(O)C(CO[PH](O)(O)O)O1;CC1CN(C2CC(O)C(CO[PH](O)(O)O)O2)C(O)NC1O.O;1;2;3
data0038;34727;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCNC(N)N)NC(C)O;CNC(O)CNC(C)O;2;1;3
data0039;10260;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CCC(O)O)NC(C)O;2;1;3
data0039;22085;CNC(O)C(CC1CCC(O)CC1)NC(O)CNC(C)O;CNC(O)C(CO)NC(C)O.OS(O)(O)C1CCCC2CCCC(NC3CCCCC3)C21;1;2;3
data0039;33810;CCCCCCCC(O)NC1CCC(C(O)NNCC2CCCC(N(O)O)C2)CC1.CNC(O)C(CC1CNCN1)NC(C)O;CNC(O)C(CO)NC(C)O;2;1;3
data0039;46459;CC(NC(O)C1CCOC1)C(O)NS(O)(O)C1CC2CCC1C2.CNC(O)C(CC1CNC2CCCCC12)NC(C)O;CNC(O)C(CC1CNCN1)NC(C)O;2;1;3
data0040;69;CNC(O)C(CC(O)O)NC(C)O.O;CNC(O)C(CCCNC(N)N)NC(C)O;2;1;3
data0040;39159;CNC(O)C(CO)NC(O)C(CCCCN)NC(C)O.NC1NCNC2C1NCN2C1CC(O)C(CO[PH](O)(O)O)O1;CC1CN(C2CC(O)C(CO[PH](O)(O)O)O2)C(O)NC1O;2;1;3
data0041;11895;CNC(O)C(CCC(N)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0041;19970;CNC(O)C(CC1CCCCC1)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O.CNC(O)C(NC(C)O)C(C)C;1;2;3
data0041;31754;CNC(O)C(CC1CNCN1)NC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CO)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0041;44075;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCNC(N)N)NC(C)O;CNC(O)C(CC1CNC2CCCCC12)NC(C)O;2;1;3
data0042;2546;CNC(O)C(C)NC(O)C(NC(O)C(CCCCN)NC(O)CNC(O)C(NC(O)C(CCC(N)O)NC(C)O)C(C)O)C(C)O.NC1NCNC2C1NCN2C1OC(CO[PH](O)(O)O[PH](O)(O)N[PH](O)(O)O)C(O)C1O;CNC(O)C(CCC(N)O)NC(C)O;2;1;3
data0042;4514;CNC(O)C(CCCCN)NC(O)CNC(C)O.CNC(O)C(NC(O)C(C)NC(C)O)C(C)O.NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)O[PH](O)(O)O)C(O)C3O)C2N1;CNC(O)C(NC(C)O)C(C)O;3;1;4
data0042;24630;CNC(O)C(CC(C)C)NC(C)O;CNC(O)C(NC(C)O)C(C)O.CNC(O)C1CCCN1C(C)O;1;2;3
data0042;29946;CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CC(N)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;1;2;3
data0042;37059;CNC(O)C(CO)NC(C)O.CNC(O)C(NC(C)O)C(C)O;CNC(O)C(CCC(N)O)NC(C)O;2;1;3
data0042;47965;CNC(O)CNC(C)O.O[SH](O)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0042;49211;CCC(C)C(NC(C)O)C(O)NC.CNC(O)C1CCCN1C(O)C(CCCCN)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0043;9201;CNC(O)C(CCCCN)NC(C)O.CNC(O)C1CCCN1C(O)C(CC(N)O)NC(C)O;CNC(O)C(CO)NC(C)O;2;1;3
data0043;9788;CNC(O)C(CO)NC(C)O.CNC(O)C1CCCN1C(C)O;CNC(O)C(NC(C)O)C(C)C;2;1;3
data0043;11403;CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C.CNC(O)C(NC(C)O)C(C)C;CNC(O)C(CCC(N)O)NC(O)C(NC(O)C(NC(C)O)C(C)O)C(C)O;2;1;3
data0043;12766;CC(O)NC1NNC(S(N)(O)O)S1.CNC(O)C(CC(O)O)NC(O)C(CO)NC(C)O;CNC(O)C(NC(O)C(CCC(N)O)NC(O)C(CCC(O)O)NC(O)C(CCSC)NC(C)O)C(C)C;2;1;3
data0043;16935;CNC(O)CNC(C)O.O[PH](O)(O)O;CNC(O)C(C)NC(O)CNC(O)CNC(C)O;2;1;3
data0043;20008;NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)O)C(O[PH](O)(O)OCC4OC(N5CNC6C(N)NCNC65)C(O)C4O)C3O)C2N1;NC1CCN(C2OC(CO[PH](O)(O)O)C(O)C2O)C(O)N1.NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)OC4C(CO[PH](O)(O)O)OC(N5CCC(O)NC5O)C4O)C(O[PH](O)(O)OCC4OC(N5CNC6C(N)NCNC65)C(O)C4O)C3O)C2N1;1;2;3
data0043;23185;CNC(O)C(C)NC(C)O;CNC(O)C(CC(C)C)NC(C)O.CNC(O)C(CC(C)C)NC(C)O;1;2;3
data0043;29572;CNC(O)C(CCCCN)NC(C)O.CNC(O)C(CCCCN)NC(O)C(CCC(O)O)NC(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0043;33761;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCNC(N)N)NC(C)O;CCC(C)C(NC(C)O)C(O)NC;2;1;3
data0044;3574;CNC(O)C(CC1CNCN1)NC(C)O.CNC(O)C1CCCN1C(C)O.CNC(O)C1CCCN1C(O)C(CO)NC(O)C(CCC(N)O)NC(C)O;CNC(O)C(CC(O)O)NC(C)O;3;1;4
data0044;7058;CNC(O)C(CCCNC(N)N)NC(C)O.CNC(O)C1CCCN1C(C)O;CNC(O)C1CCCN1C(C)O;2;1;3
data0044;22299;CNC(O)C(CC1CNCN1)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O.CNC(O)C(CC1CCCCC1)NC(O)C1CCCN1C(O)C(CC(O)O)NC(C)O;1;2;3
data0044;23519;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CO)NC(C)O;CCC(C)C(NC(C)O)C(O)NC;2;1;3
data0044;36539;CNC(O)C(CC1CCCCC1)NC(C)O;OC1CCN(C2OC(COP(O)O)C(O)C2O)C(O)N1.OC1CCN(C2OC(CO[PH](O)(O)O)C(O)C2O)C(O)N1;1;2;3
data0044;41978;CNC(O)C(NC(C)O)C(C)O.CNC(O)C(NC(C)O)C(C)O;CNC(O)C(C)NC(C)O;2;1;3
data0045;2451;CCC(C)C(NC(O)C(CCC(O)O)NC(C)O)C(O)NC(CCC(O)O)C(O)NC.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(NC(C)O)C(C)C;2;1;3
data0045;17063;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)CNC(C)O;2;1;3
data0045;18964;NC1NC(O)C2NCN(C3CC(O)C(CO[PH](O)(O)O)O3)C2N1.O;NC1CCN(C2CC(O)C(CO[PH](O)(O)O)O2)C(O)N1;2;1;3
data0045;40299;CCN1C(NS(O)(O)C2CCC(C)CC2)SC(CN(C)C)C1O.CNC(O)C(CC1CCC(O)CC1)NC(C)O;CNC(O)C(CCCNC(N)N)NC(O)C(NC(O)C(NC(O)C(CC1CCCCC1)NC(C)O)C(C)O)C(C)O;2;1;3
data0045;44495;CC1CC2NC3C(O)NC(O)NC3N(CC(O)C(O)C(O)CO[PH](O)(O)O[PH](O)(O)OCC3OC(N4CNC5C(N)NCNC54)C(O)C3O)C2CC1C.CNC(O)CNC(O)C(CO)NC(C)O;CNC(O)C1CCCN1C(C)O;2;1;3
data0046;5593;CNC(O)C(CC1CCC(O)CC1)NC(O)C(CCCCN)NC(C)O.COC1CCC(NC(C)O)CC1S(O)(O)NC(O)CCC1CC1;CNC(O)C(CCCNC(N)N)NC(O)CNC(O)C(CCCNC(N)N)NC(C)O;2;1;3
data0046;13667;CNC(O)C(CO)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O.CNC(O)C(CC[SH](C)CC1OC(N2CNC3C(N)NCNC32)C(O)C1O)NC(C)O;1;2;3
data0046;19731;CCCNC(O)CNC(C)O.CNC(O)C(CCC(N)O)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0046;46118;CNC(O)C(NC(C)O)C(C)O.CNC(O)C(NC(O)C(CC1CCC(O)CC1)NC(C)O)C(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0047;9314;CNC(O)C(CC1CNC2CCCCC12)NC(C)O;CNC(O)C(CC(C)C)NC(C)O.CNC(O)C(NC(O)C(NC(C)O)C(C)O)C(C)C;1;2;3
data0047;25701;CNC(O)C(CO)NC(O)C(CCC(N)O)NC(C)O;CNC(O)C(NC(C)O)C(C)C.CNC(O)C(NC(C)O)C(C)C;1;2;3
data0048;5099;CNC(O)C(CCC(N)O)NC(O)C(CO)NC(C)O;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CC1CNCN1)NC(C)O;1;2;3
data0048;31449;CNC(O)C(CC(C)C)NC(O)C(CC(C)C)NC(O)C(CC1CCCCC1)NC(O)C(CO)NC(C)O;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(O)C(CCSC)NC(C)O;1;2;3
data0048;31552;CNC(O)C(CCC(O)O)NC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCNC(N)N)NC(C)O;CCC(C)C(NC(C)O)C(O)NC;2;1;3
data0048;40401;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCC(N)O)NC(O)C(CCCNC(N)N)NC(C)O;CNC(O)C(CCC(N)O)NC(C)O;2;1;3
data0049;4507;CNC(O)C(C)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O.CNC(O)C(CCSC)NC(O)C(NC(C)O)C(C)O;1;2;3
data0049;12410;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CCCCN)NC(C)O;2;1;3
data0049;20537;CNC(O)C(CC(C)C)NC(C)O.CNC(O)C(CCCCN)NC(O)C(NC(C)O)C(C)O;CNC(O)C1CCCN1C(C)O;2;1;3
data0049;32406;CNC(O)C(CO)NC(C)O;CNC(O)C(CC1CNCN1)NC(O)C(CCCCN)NC(C)O.CNC(O)C(NC(C)O)C(C)C;1;2;3
data0050;1619;NC1CCN(C2OC(CO[PH](O)(O)O)C(O)C2O)C(O)N1.NC1NCNC2C1NCN2C1OC(CO[PH](O)(O)O)C(O)C1O;NC1NC(O)C2NCN(C3OC(CO[PH](O)(O)O)C(O)C3O)C2N1;2;1;3
data0050;5787;CC1CN(C2CC(O)C(CO[PH](O)(O)O)O2)C(O)NC1O;NC1NCNC2C1NCN2C1CC(O)C(CO[PH](O)(O)OC2CC(N3CNC4C(N)NCNC43)OC2CO[PH](O)(O)O)O1.O;1;2;3
data0050;16001;CNC(O)C(CC(O)O)NC(C)O;CNC(O)C(CCCNC(N)N)NC(C)O.CNC(O)CNC(C)O;1;2;3
data0050;24361;CC1CN(C2CC(O)C(CO[PH](O)(O)O)O2)C(O)NC1O;NC1NCNC2C1NCN2C1CC(O)C(CO[PH](O)(O)O)O1.O;1;2;3
data0050;27706;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CO)NC(C)O;CNC(O)C(CC(N)O)NC(C)O;2;1;3
data0050;35161;CNC(O)C(CC1CCCCC1)NC(C)O;CCC(C)C(NC(C)O)C(O)NC.CNC(O)C(NC(O)C(CO)NC(C)O)C(C)C;1;2;3
data0050;38541;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(O)C(CCC(N)O)NC(C)O;CNC(O)C(CCCCN)NC(C)O;2;1;3
data0050;46059;CCC(C)CN1CCC(N(CC)C(O)CCC2CNCN2)C1.CNC(O)C(CC(O)O)NC(C)O;CNC(O)C(CCC(O)O)NC(O)C(CCC(O)O)NC(C)O;2;1;3
data0050;46566;CNC(O)C(CC(C)C)NC(C)O.CNC(O)C(CC1CCC(O)CC1)NC(C)O;CNC(O)C(NC(C)O)C(C)C;2;1;3
data0051;13374;CNC(O)C(CC1CCC(O)CC1)NC(O)C(CC(C)C)NC(C)O;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)CNC(O)C(CCCCN)NC(C)O;1;2;3
data0051;13485;CNC(O)C(CC1CCC(O)CC1)NC(C)O.CNC(O)C(CCC(O)O)NC(C)O;CNC(O)C(CC1CCCCC1)NC(O)C(C)NC(C)O;2;1;3
data0051;14467;CC(N)C(O)NC(CCC(O)O)C(O)O.CNC(O)C(CCCCN)NC(O)C(CC(O)O)NC(C)O;CNC(O)C(CCC(O)O)NC(O)C(CCSC)NC(O)CNC(O)C(CC1CNCN1)NC(C)O;2;1;3
data0051;35428;CNC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CCCCN)NC(O)C(CC(C)C)NC(C)O;2;1;3
data0051;45582;CNC(O)C(CC(O)O)NC(C)O;CNC(O)C(CC1CCCCC1)NC(C)O.CNC(O)CNC(O)C(CC(O)O)NC(C)O;1;2;3
data0052;6660;CCC(C)C(NC(O)C(CCC(N)O)NC(C)O)C(O)NC(CC1CCCCC1)C(O)NC.CNC(O)C(CC1CCCCC1)NC(O)C(CC1CNCN1)NC(C)O;CNC(O)C(CC(C)C)NC(C)O;2;1;3
data0052;10378;CNC(O)C(CCCCN)NC(C)O;CCC(C)C(NC(O)CNC(O)C(CO)NC(O)CNC(O)C(CC1CNCN1)NC(C)O)C(O)NC(CC(C)C)C(O)NC.CCCCCCCC(O)OCC(CO[PH](O)(O)OC1C(O)C(O)C(O[PH](O)(O)O)C(O[PH](O)(O)O)C1O)OC(O)CCCCCCC;1;2;3
data0052;11325;CNC(O)C(C)NC(C)O.CNC(O)C(CC(N)O)NC(O)C(CCSC)NC(C)O;CNC(O)C(CC(N)O)NC(C)O;2;1;3
data0052;17088;CNC(O)C(NC(C)O)C(C)O.CNC(O)C(NC(O)C(CC(C)C)NC(O)C(CO)NC(C)O)C(C)O;CNC(O)C(CO)NC(C)O;2;1;3
data0052;23083;CNC(O)C(CO)NC(C)O.O;CNC(O)CNC(C)O;2;1;3
data0052;35832;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCC(O)O)NC(C)O;CNC(O)C(CCCNC(N)N)NC(C)O;2;1;3
data0053;11634;CC1CCC(S(O)(O)NC(O)NC(CO)C(O)O)CC1.CNC(O)C(CC(N)O)NC(O)CNC(O)C(CC1CNC2CCCCC12)NC(C)O;CNC(O)C(CC(O)O)NC(C)O;2;1;3
data0053;12667;CNC(O)C(CC(O)O)NC(C)O;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(O)C(CCSC)NC(C)O;1;2;3
data0053;39493;CCN1NCCC1NS(O)(O)C1CC(C(O)O)CS1.CNC(O)C(CC1CCC(O)CC1)NC(C)O;CNC(O)C(CC1CCC(O)CC1)NC(C)O;2;1;3
data0054;6112;CNC(O)C(CCC(N)O)NC(C)O;CNC(O)C(CC(C)C)NC(O)C(CCC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(O)C(C)NC(C)O;1;2;3
data0054;13717;CNC(O)C(CC(O)O)NC(C)O.CNC(O)C(CCCCN)NC(C)O;CNC(O)C(CCCCN)NC(C)O;2;1;3
